screen,control,expected_behavior,actual_result,status,severity,exact_fix_location,evidence_source,app,role,locale,layout,viewport,control_type
workforce,12,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,13,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,14,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,15,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,16,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,17,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,18,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,19,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,20,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,21,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,22,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,23,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,24,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,25,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,26,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,27,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,28,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,29,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,30,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,31,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,إضافة,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,إنهاء التعيين · Basic salary / allowances confirmed · Talal Fadhli12:00 ص,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,إنهاء التعيين · Basic salary / allowances confirmed · mohammad alqattan12:00 ص,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,إنهاء التعيين · Salary transfer details · Talal Fadhli12:00 ص,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,إنهاء التعيين · Salary transfer details · mohammad alqattan12:00 ص,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,إنهاء التعيين · Medical check status (expats) · Talal Fadhli12:00 ص,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,عرض الكل,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,HR3 مرشحون يحتاجون إجراء.←,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,OCC status proof 0440355 مرشحون يحتاجون إجراء.←,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,Accounting Excelمرشح واحد نشط فقط. فكّر في ترويج هذه الوظيفة.←,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,Accountingمرشح واحد نشط فقط. فكّر في ترويج هذه الوظيفة.←,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
workforce,Full Stack Developerمرشح واحد نشط فقط. فكّر في ترويج هذه الوظيفة.←,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,نظرة عامة,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,مساعد واثقني,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,الوظائف,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,المرشحون,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,المقابلات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,التقويم,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,التقييمات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,الترتيب,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,التقارير,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,التهيئة,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,الحضور,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,الإجازات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,الورديات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,الرواتب,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,التحليلات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,الامتثال,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,التنبيهات والتسليم,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,Dismiss,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,تحديث,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,English,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,مراجعة الوظيفة,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,عملي,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,عمل الشركة,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,عرض التقويم الكامل,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,1,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,2,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,3,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,4,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,5,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,6,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,7,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,8,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,9,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,10,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,11,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,12,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,13,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,14,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,15,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,16,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,17,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,18,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,19,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,20,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,21,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,22,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,23,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,24,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,25,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,26,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,27,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,28,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,29,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,30,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,31,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,إضافة,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,إنهاء التعيين · Basic salary / allowances confirmed · Talal Fadhli12:00 ص,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,إنهاء التعيين · Basic salary / allowances confirmed · mohammad alqattan12:00 ص,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,إنهاء التعيين · Salary transfer details · Talal Fadhli12:00 ص,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,إنهاء التعيين · Salary transfer details · mohammad alqattan12:00 ص,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,إنهاء التعيين · Medical check status (expats) · Talal Fadhli12:00 ص,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,عرض الكل,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,HR3 مرشحون يحتاجون إجراء.←,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,OCC status proof 0440355 مرشحون يحتاجون إجراء.←,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,Accounting Excelمرشح واحد نشط فقط. فكّر في ترويج هذه الوظيفة.←,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,Accountingمرشح واحد نشط فقط. فكّر في ترويج هذه الوظيفة.←,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
inbox,Full Stack Developerمرشح واحد نشط فقط. فكّر في ترويج هذه الوظيفة.←,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,نظرة عامة,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,مساعد واثقني,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,الوظائف,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,المرشحون,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,المقابلات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,التقويم,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,التقييمات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,الترتيب,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,التقارير,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,التهيئة,Current navigation control identifies the active screen.,"Visible active control exposes aria-current=""page""; repeat activation is a safe no-op.",pass,,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,الحضور,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,الإجازات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,الورديات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,الرواتب,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,التحليلات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,الامتثال,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
onboarding,التنبيهات والتسليم,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,نظرة عامة,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,مساعد واثقني,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,الوظائف,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,المرشحون,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,المقابلات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,التقويم,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,التقييمات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,الترتيب,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,التقارير,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,التهيئة,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
